MasterID,COMID,yr,csci_sampledate,Constraint_class,County,SMC_region,Regional_board,pChem,pHab,pOverall,biological_condition,stress_condition,SQI,ASCI,blc,bs,Cond,CSCI,Ev_FlowHab,H_AqHab,H_SubNat,hy,CRAM,IPI,PCT_SAFN,ps,TN,TP,XCMG,lon,lat,ASCI_ptile,blc_ptile,bs_ptile,Cond_ptile,CRAM_ptile,CSCI_ptile,Ev_FlowHab_ptile,H_AqHab_ptile,H_SubNat_ptile,hy_ptile,IPI_ptile,PCT_SAFN_ptile,ps_ptile,TN_ptile,TP_ptile,XCMG_ptile
SMC06740,17564132,2013,6/10/2013,likely constrained,Ventura,Calleguas,Los Angeles,0.996272725,2.22E-16,0.996272725,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.47,25,25,2773,0.53,0.66,0.38,0.87,33.3,27,0.46,30,25,0.4,0.04,76,-118.87436,34.1807,0.149593496,0.050406504,0.108943089,0.874796748,0.01300813,0.190243902,0.578861789,0.084552846,0.178861789,0.089430894,0.133333333,0.474796748,0.144715447,0.427642276,0.458536585,0.362601626
408M03052,17562630,2013,6/10/2013,likely constrained,Ventura,Calleguas,Los Angeles,0.999993892,2.22E-16,0.999993892,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.5,62.5,27.8,4100,0.35,0.8,0.87,0.16,33.3,37,0.33,50,25,45,0.19,6,-119.10372,34.1802,0.188617886,0.16097561,0.115447154,0.975609756,0.104065041,0.03902439,0.801626016,0.180487805,0.082926829,0.089430894,0.102439024,0.708943089,0.144715447,0.991869919,0.806504065,0.102439024
801S05383,22555476,2013,6/10/2013,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.222253381,2.22E-16,0.222253381,Healthy,Low stress,Healthy and unstressed,0.9,93.3,72.2,210.7,1.1,0.72,1.17,1.73,100,82,0.9,27,62.5,0.14,0.03,72,-117.01547,34.16563,0.756097561,0.769105691,0.710569106,0.066666667,0.778861789,0.930081301,0.692682927,0.287804878,0.73495935,1,0.463414634,0.409756098,0.482926829,0.209756098,0.385365854,0.34796748
SMC06612,163864409,2013,6/6/2013,NA,Ventura,Calleguas,Los Angeles,0.999680348,2.22E-16,0.999680348,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.39,93.3,72.2,1663,0.48,0.68,1.56,1.42,58.3,78,0.9,41,87.5,7.3,2.5,80,-118.85451,34.28609,0.053658537,0.769105691,0.710569106,0.710569106,0.669918699,0.144715447,0.617886179,0.684552846,0.411382114,0.317073171,0.463414634,0.609756098,0.86504065,0.926829268,0.980487805,0.383739837
SMC07828,17563908,2013,6/6/2013,likely constrained,Ventura,Calleguas,Los Angeles,0.999382023,2.22E-16,0.999382023,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.46,79.8,55.6,1614,0.4,1,1.24,1.57,83.3,70,0.86,43,62.5,5.2,1.7,32,-118.89446,34.27558,0.13495935,0.352845528,0.344715447,0.695934959,0.455284553,0.069918699,1,0.346341463,0.556097561,0.821138211,0.401626016,0.629268293,0.482926829,0.871544715,0.964227642,0.2
SMC08660,17563908,2013,6/6/2013,likely constrained,Ventura,Calleguas,Los Angeles,0.99970323,2.22E-16,0.99970323,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.42,75,58.3,1765,0.58,0.53,1.5,1.64,50,58,0.8,55,50,6.6,2.2,32,-118.86938,34.28495,0.089430894,0.302439024,0.422764228,0.738211382,0.222764228,0.255284553,0.382113821,0.598373984,0.632520325,0.206504065,0.315447154,0.754471545,0.37398374,0.910569106,0.978861789,0.2
404S37670,20364891,2013,6/6/2013,likely constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.999930447,2.22E-16,0.999930447,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.45,68.1,80.6,3390,0.52,0.36,1.92,1.48,75,72,1.12,22,62.5,1.33,0.36,205,-118.70117,34.14074,0.120325203,0.247154472,0.856910569,0.928455285,0.502439024,0.175609756,0.208130081,0.983739837,0.469918699,0.647154472,0.913821138,0.351219512,0.482926829,0.669918699,0.886178862,0.98699187
801S06231,24843834,2013,6/6/2013,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.231571301,2.22E-16,0.231571301,Impacted for CSCI,Low stress,Impacted by unknown stress,1.17,93.3,52.8,591,0.73,0.6,0.89,1.19,83.3,70,0.63,24,50,1.02,0,22,-117.43019,34.23298,0.970731707,0.769105691,0.299186992,0.26504065,0.455284553,0.458536585,0.481300813,0.190243902,0.286178862,0.821138211,0.2,0.375609756,0.37398374,0.617886179,0.100813008,0.169105691
801S06679,22557744,2013,6/6/2013,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.274828012,2.22E-16,0.274828012,Healthy,Low stress,Healthy and unstressed,0.98,86.4,66.7,661,0.96,0.77,1.19,1.85,83.3,78,0.88,48,75,1.2,0,76,-117.46938,34.26188,0.82601626,0.456910569,0.567479675,0.287804878,0.669918699,0.788617886,0.764227642,0.300813008,0.887804878,0.821138211,0.432520325,0.673170732,0.780487805,0.648780488,0.100813008,0.362601626
404S17016,20364887,2013,6/5/2013,likely constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.96903634,2.22E-16,0.96903634,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.67,80.6,77.8,1604,0.69,0.5,1.99,1.75,83.3,82,1.1,16,87.5,0.24,0.11,141,-118.78057,34.1183,0.427642276,0.383739837,0.790243902,0.689430894,0.778861789,0.4,0.346341463,0.996747967,0.757723577,0.821138211,0.884552846,0.281300813,0.86504065,0.310569106,0.674796748,0.793495935
404S18250,20364827,2013,6/5/2013,possibly constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.968977118,2.22E-16,0.968977118,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.57,35.8,75,1508,0.48,0.49,1.94,1.46,50,65,1.15,2,100,0.66,0.1,154,-118.82051,34.13222,0.292682927,0.06504065,0.754471545,0.658536585,0.326829268,0.144715447,0.330081301,0.991869919,0.447154472,0.206504065,0.962601626,0.073170732,1,0.544715447,0.653658537,0.847154472
801S08727,22554790,2013,6/5/2013,possibly constrained,San Bernardino,Middle Santa Ana,Santa Ana,0.096085441,2.22E-16,0.096085441,Healthy,Low stress,Healthy and unstressed,1.08,90.3,38.9,238.3,0.99,0.99,1.38,1.34,83.3,72,0.87,11,75,0.6,0,25,-117.46178,34.2171,0.920325203,0.559349593,0.188617886,0.084552846,0.502439024,0.824390244,0.983739837,0.463414634,0.36097561,0.821138211,0.411382114,0.198373984,0.780487805,0.523577236,0.100813008,0.177235772
404S44642,20364705,2013,6/4/2013,possibly unconstrained,Ventura,Santa Monica Bay,Los Angeles,0.999975864,1.75E-06,0.999975864,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.45,33.5,25,4018,0.6,0,0.63,0,41.7,31,0.05,6,25,0.58,0.3,2,-118.70306,34.16873,0.120325203,0.060162602,0.108943089,0.972357724,0.045528455,0.279674797,0.084552846,0.118699187,0.069918699,0.113821138,0.009756098,0.110569106,0.144715447,0.510569106,0.869918699,0.066666667
404S24066,20364705,2013,6/4/2013,possibly unconstrained,Los Angeles,Santa Monica Bay,Los Angeles,0.999239539,0.001271088,0.999240506,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.62,25,25,3205,0.57,0,0.06,0.8,33.3,27,0.09,5,25,0.53,0.07,0,-118.70077,34.16321,0.367479675,0.050406504,0.108943089,0.923577236,0.01300813,0.242276423,0.084552846,0.056910569,0.167479675,0.089430894,0.022764228,0.105691057,0.144715447,0.492682927,0.567479675,0.040650407
404S44532,20364827,2013,6/4/2013,possibly constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.974125607,2.22E-16,0.974125607,Impacted for CSCI,Stressed by chemistry degradation,Impacted and stressed,1.02,80.6,72.2,1659,0.59,0.53,1.95,1.83,83.3,81,1.09,5,87.5,0.38,0.1,129,-118.79617,34.12682,0.869918699,0.383739837,0.710569106,0.708943089,0.746341463,0.26504065,0.382113821,0.993495935,0.861788618,0.821138211,0.86504065,0.105691057,0.86504065,0.419512195,0.653658537,0.712195122
801S07485,22563070,2013,6/4/2013,likely constrained,San Bernardino,Middle Santa Ana,Santa Ana,0.834247986,2.22E-16,0.834247986,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.51,69.6,44.4,488.3,0.36,0,1.48,1.48,41.7,45,0.54,29,25,13.98,0.06,19,-117.61405,33.94733,0.203252033,0.248780488,0.221138211,0.224390244,0.151219512,0.047154472,0.084552846,0.578861789,0.469918699,0.113821138,0.164227642,0.447154472,0.144715447,0.977235772,0.546341463,0.162601626
801S19286,20357190,2013,6/4/2013,likely constrained,Orange,Lower Santa Ana,Santa Ana,0.980163557,0.997100931,0.999942493,Impacted for CSCI,Stressed by chemistry and habitat degradation,Impacted and stressed,1.05,37.5,25,1328,0.33,0,0,0,58.3,36,0.01,0,25,2.6,0.15,0,-117.78828,33.71866,0.892682927,0.069918699,0.108943089,0.601626016,0.087804878,0.032520325,0.084552846,0.045528455,0.069918699,0.317073171,0.003252033,0.040650407,0.144715447,0.783739837,0.749593496,0.040650407
SMC13187,20355428,2013,6/4/2013,likely constrained,Orange,Lower Santa Ana,Santa Ana,0.964334416,2.22E-16,0.964334416,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.59,75,50,2065.5,0.51,0.85,0.95,0.15,50,53,0.49,98,37.5,11,0,49,-117.80245,33.67808,0.310569106,0.302439024,0.268292683,0.806504065,0.18699187,0.170731707,0.873170732,0.2,0.079674797,0.206504065,0.146341463,0.988617886,0.196747967,0.970731707,0.100813008,0.23902439
404S45622,20365153,2013,6/3/2013,possibly constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.916337452,2.22E-16,0.916337452,Healthy,Stressed by chemistry degradation,Healthy and resilient,0.84,90.3,72.2,1432,1,0.59,1.57,1.86,83.3,83,1.11,16,87.5,0.17,0.06,159,-118.58534,34.06149,0.668292683,0.559349593,0.710569106,0.63902439,0.806504065,0.834146341,0.468292683,0.699186992,0.895934959,0.821138211,0.905691057,0.281300813,0.86504065,0.237398374,0.546341463,0.879674797
801S08183,22557922,2013,6/3/2013,likely constrained,San Bernardino,Middle Santa Ana,Santa Ana,0.645880253,0.94546107,0.980686688,Impacted for CSCI and ASCI,Stressed by habitat degradation,Impacted and stressed,0.72,62.5,25,313.4,0.6,0,0,0,58.3,42.7,0.08,1,25,4.67,0.05,0,-117.30433,34.07334,0.508943089,0.16097561,0.108943089,0.126829268,0.138211382,0.279674797,0.084552846,0.045528455,0.069918699,0.317073171,0.021138211,0.061788618,0.144715447,0.860162602,0.512195122,0.040650407
SMC16169,22561262,2013,6/3/2013,possibly unconstrained,Orange,Lower Santa Ana,Santa Ana,0.707981128,2.22E-16,0.707981128,Healthy,Low stress,Healthy and unstressed,0.9,83.9,55.6,1347,0.9,0.17,1.6,1.98,58.3,68,0.97,9,75,0.26,0.01,133,-117.59351,33.74655,0.756097561,0.421138211,0.344715447,0.611382114,0.41300813,0.699186992,0.130081301,0.744715447,0.978861789,0.317073171,0.629268293,0.157723577,0.780487805,0.325203252,0.198373984,0.744715447
403WE1027,17567207,2013,5/30/2013,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.865414334,2.22E-16,0.865414334,Impacted for ASCI,Low stress,Impacted by unknown stress,0.75,100,58.3,985,1.02,0.36,1.59,1.49,75,77,0.88,52,75,1.72,0.05,128,-119.02842,34.72654,0.552845528,1,0.422764228,0.434146341,0.634146341,0.86504065,0.208130081,0.733333333,0.482926829,0.647154472,0.432520325,0.73495935,0.780487805,0.700813008,0.512195122,0.702439024
403WE0540,17567407,2013,5/16/2013,likely unconstrained,Ventura,Santa Clara,Los Angeles,0.97051715,2.22E-16,0.97051715,Healthy,Stressed by chemistry degradation,Healthy and resilient,0.95,93.3,66.7,2317,0.9,0.35,1.12,1.27,91.7,82,0.86,59,75,0.08,0.02,91,-119.11845,34.65136,0.803252033,0.769105691,0.567479675,0.830894309,0.778861789,0.699186992,0.2,0.266666667,0.330081301,0.887804878,0.401626016,0.791869919,0.780487805,0.143089431,0.302439024,0.440650407
403WE0683,17572791,2013,5/15/2013,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.352721888,2.22E-16,0.352721888,Healthy,Low stress,Healthy and unstressed,1.12,90.3,55.6,686,1.26,0.73,1.57,1.63,83.3,79,1.18,6,87.5,0.05,0.02,136,-119.07616,34.43952,0.951219512,0.559349593,0.344715447,0.302439024,0.687804878,0.995121951,0.708943089,0.699186992,0.622764228,0.821138211,0.983739837,0.110569106,0.86504065,0.112195122,0.302439024,0.764227642
801CCCCTT,22555088,2013,5/15/2013,possibly unconstrained,San Bernardino,Middle Santa Ana,Santa Ana,0.271295648,2.22E-16,0.271295648,Healthy,Low stress,Healthy and unstressed,1.06,100,50,326,1.21,0.89,1.32,1.9,100,81,1.08,8,75,0.26,0.02,82,-117.62719,34.1839,0.904065041,1,0.268292683,0.133333333,0.746341463,0.978861789,0.912195122,0.395121951,0.923577236,1,0.840650407,0.146341463,0.780487805,0.325203252,0.302439024,0.398373984
403WE0501,17570115,2013,5/14/2013,likely unconstrained,Ventura,Santa Clara,Los Angeles,0.976892199,2.22E-16,0.976892199,Healthy,Stressed by chemistry degradation,Healthy and resilient,1.01,100,72.2,1636,0.83,0.85,1.65,1.76,83.3,86,1.19,25,87.5,0.16,0.15,130,-118.77286,34.54172,0.860162602,1,0.710569106,0.705691057,0.891056911,0.604878049,0.873170732,0.808130081,0.767479675,0.821138211,0.98699187,0.391869919,0.86504065,0.22601626,0.749593496,0.720325203
801WE0674,22558770,2013,5/14/2013,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.219183461,2.22E-16,0.219183461,Healthy,Low stress,Healthy and unstressed,0.96,100,69.4,203.5,1.18,0.7,1.17,1.7,66.7,78,0.92,56,75,0.14,0.03,134,-116.9839,34.17617,0.811382114,1,0.650406504,0.06504065,0.669918699,0.970731707,0.660162602,0.287804878,0.700813008,0.375609756,0.508943089,0.765853659,0.780487805,0.209756098,0.385365854,0.751219512
801WE1008,22558750,2013,5/14/2013,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.119054335,2.22E-16,0.119054335,Healthy,Low stress,Healthy and unstressed,0.95,93.3,80.6,125.7,0.84,0.38,1.4,1.82,91.7,85,0.9,41,75,0.06,0.02,113,-116.91197,34.18128,0.803252033,0.769105691,0.856910569,0.029268293,0.863414634,0.62601626,0.232520325,0.486178862,0.840650407,0.887804878,0.463414634,0.609756098,0.780487805,0.125203252,0.302439024,0.606504065
801LCMFAS,22557786,2013,5/13/2013,possibly unconstrained,San Bernardino,Middle Santa Ana,Santa Ana,0.167042275,2.22E-16,0.167042275,Healthy,Low stress,Healthy and unstressed,0.97,93.3,52.8,97.4,1.31,0.46,1.31,1.75,91.7,78,0.98,37,75,0.42,0.02,115,-117.51898,34.2495,0.822764228,0.769105691,0.299186992,0.017886179,0.669918699,1,0.299186992,0.385365854,0.757723577,0.887804878,0.645528455,0.549593496,0.780487805,0.445528455,0.302439024,0.624390244
SMC04000,22524653,2012,7/30/2012,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.112558908,2.22E-16,0.112558908,Healthy,Low stress,Healthy and unstressed,1.21,92,56,401.6,0.95,0.37,1.33,1.55,83,74,0.8,2,63,0.3,0,54,-117.74777,34.23282,0.988617886,0.660162602,0.372357724,0.18699187,0.559349593,0.769105691,0.22601626,0.403252033,0.536585366,0.720325203,0.315447154,0.073170732,0.575609756,0.372357724,0.100813008,0.263414634
SMC02972,22521699,2012,7/18/2012,possibly unconstrained,Los Angeles,San Gabriel,Los Angeles,0.076455216,2.22E-16,0.076455216,Healthy,Low stress,Healthy and unstressed,0.94,100,81,336,1,0.56,1.53,1.83,83,82,0.9,9,63,0.1,0,54,-118.0755,34.24957,0.790243902,1,0.879674797,0.141463415,0.778861789,0.834146341,0.422764228,0.645528455,0.861788618,0.720325203,0.463414634,0.157723577,0.575609756,0.162601626,0.100813008,0.263414634
SMC06794,20334440,2012,7/18/2012,possibly unconstrained,San Diego,Southern San Diego,San Diego,0.490147477,2.22E-16,0.490147477,Impacted for ASCI,Low stress,Impacted by unknown stress,0.72,100,81,547,0.89,0.81,1.53,1.65,92,87,1.15,28,75,0.22,0.04,138,-116.64687,32.83039,0.508943089,1,0.879674797,0.250406504,0.905691057,0.676422764,0.822764228,0.645528455,0.647154472,0.93495935,0.962601626,0.429268293,0.780487805,0.286178862,0.458536585,0.777235772
SMC02075,17567333,2012,7/17/2012,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.480646269,2.22E-16,0.480646269,Impacted for CSCI,Low stress,Impacted by unknown stress,1,100,81,891,0.78,0.05,1.54,1.63,83,82,0.76,50,63,0,0.03,91,-119.03758,34.6719,0.847154472,1,0.879674797,0.382113821,0.778861789,0.530081301,0.095934959,0.661788618,0.622764228,0.720325203,0.276422764,0.708943089,0.575609756,0.082926829,0.385365854,0.440650407
403S02139,17567345,2012,7/17/2012,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.215101096,2.22E-16,0.215101096,Healthy,Low stress,Healthy and unstressed,1.15,100,86,431.5,1.11,0.61,1.72,1.86,92,88,0.99,29,75,0,0.02,91,-119.01717,34.6714,0.962601626,1,0.92195122,0.209756098,0.930081301,0.941463415,0.505691057,0.86504065,0.895934959,0.93495935,0.658536585,0.447154472,0.780487805,0.082926829,0.302439024,0.440650407
SMC06298,20332758,2012,7/17/2012,possibly unconstrained,San Diego,Southern San Diego,San Diego,0.586652204,2.22E-16,0.586652204,Healthy,Low stress,Healthy and unstressed,0.84,100,78,398,0.95,0.6,1.36,1.48,100,88,1.04,58,75,0.29,0.09,166,-116.57126,32.91213,0.668292683,1,0.816260163,0.185365854,0.930081301,0.769105691,0.481300813,0.443902439,0.469918699,1,0.74796748,0.782113821,0.780487805,0.359349593,0.630894309,0.904065041
SMC06918,20331496,2012,7/16/2012,likely constrained,San Diego,Mission Bay and San Diego River,San Diego,0.999971652,2.22E-16,0.999971652,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.49,92,69,3912,0.62,0.67,1.53,1.03,67,76,0.97,71,75,0.95,0.28,167,-117.184,32.78184,0.17398374,0.660162602,0.614634146,0.969105691,0.616260163,0.308943089,0.598373984,0.645528455,0.219512195,0.435772358,0.629268293,0.871544715,0.780487805,0.604878049,0.861788618,0.907317073
SMC19228,20334494,2012,7/16/2012,possibly constrained,San Diego,Southern San Diego,San Diego,0.999999296,2.22E-16,0.999999296,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.6,58,58,5403,0.66,0.69,1.66,1.73,42,49,1.07,12,38,5.1,0.16,126,-116.98501,32.66405,0.331707317,0.123577236,0.391869919,0.98699187,0.162601626,0.36097561,0.643902439,0.82601626,0.73495935,0.144715447,0.81300813,0.206504065,0.216260163,0.869918699,0.762601626,0.692682927
SMC07126,948070393,2012,7/12/2012,NA,San Diego,Mission Bay and San Diego River,San Diego,0.999310172,2.22E-16,0.999310172,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.52,100,72,2508,0.33,0.86,1.61,1.56,75,84,1.15,56,88,2,0.27,170,-117.03457,32.84359,0.216260163,1,0.668292683,0.855284553,0.834146341,0.032520325,0.882926829,0.754471545,0.549593496,0.647154472,0.962601626,0.765853659,0.965853659,0.731707317,0.855284553,0.920325203
907S11430,20332934,2012,7/12/2012,possibly constrained,San Diego,Mission Bay and San Diego River,San Diego,0.982167319,2.22E-16,0.982167319,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.4,42,36,1187,0.87,0.37,1.12,0.69,42,36,0.43,79,25,15,0.12,47,-116.86004,32.84837,0.06504065,0.087804878,0.177235772,0.528455285,0.087804878,0.653658537,0.22601626,0.266666667,0.146341463,0.144715447,0.125203252,0.910569106,0.144715447,0.983739837,0.707317073,0.232520325
802S37697,22534630,2012,7/12/2012,likely constrained,Riverside,San Jacinto,Santa Ana,0.688841725,0.997749538,0.99929975,Impacted for CSCI and ASCI,Stressed by habitat degradation,Impacted and stressed,0.49,67.7,25,665,0.42,0,0,0,25,36,0.04,1,25,1.6,0.04,0,-117.21403,33.87962,0.17398374,0.245528455,0.108943089,0.289430894,0.087804878,0.086178862,0.084552846,0.045528455,0.069918699,0.004878049,0.008130081,0.061788618,0.144715447,0.691056911,0.458536585,0.040650407
SMC03222,20328660,2012,7/11/2012,likely constrained,San Diego,Central San Diego,San Diego,0.996342055,2.22E-16,0.996342055,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.68,25,31,2112,0.59,0.93,0.84,0,33,29,0.48,3,25,1.8,0.14,60,-117.06725,33.02209,0.443902439,0.050406504,0.136585366,0.811382114,0.030894309,0.26504065,0.93495935,0.170731707,0.069918699,0.035772358,0.139837398,0.082926829,0.144715447,0.710569106,0.739837398,0.297560976
909S14218,20333018,2012,7/11/2012,possibly unconstrained,San Diego,Southern San Diego,San Diego,0.918616966,2.22E-16,0.918616966,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.44,92,83,1050,1,0.65,1.88,1.66,75,85,1.1,50,88,0.67,0.11,168,-116.73603,32.82998,0.110569106,0.660162602,0.895934959,0.476422764,0.863414634,0.834146341,0.564227642,0.97398374,0.660162602,0.647154472,0.884552846,0.708943089,0.965853659,0.549593496,0.674796748,0.910569106
801S04078,22560356,2012,7/11/2012,likely constrained,San Bernardino,Middle Santa Ana,Santa Ana,0.936533258,0.003395742,0.936748774,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.57,62.5,25,1135,0.56,0,0.59,0.3,33.3,36,0.27,0,25,3.8,0.06,10,-117.72327,33.99762,0.292682927,0.16097561,0.108943089,0.502439024,0.087804878,0.221138211,0.084552846,0.113821138,0.091056911,0.089430894,0.081300813,0.040650407,0.144715447,0.835772358,0.546341463,0.130081301
SMC05146,20332968,2012,7/10/2012,possibly unconstrained,San Diego,Southern San Diego,San Diego,0.519227629,2.22E-16,0.519227629,Impacted for ASCI,Low stress,Impacted by unknown stress,0.71,83,69,518,0.91,0.64,1.4,1.03,67,67,1.06,38,50,0,0.09,194,-116.61346,32.84526,0.484552846,0.419512195,0.614634146,0.235772358,0.38699187,0.710569106,0.551219512,0.486178862,0.219512195,0.435772358,0.793495935,0.567479675,0.37398374,0.082926829,0.630894309,0.970731707
SMC01413,20343191,2012,7/9/2012,likely unconstrained,San Diego,Northern San Diego,San Diego,0.649110605,2.22E-16,0.649110605,Healthy,Low stress,Healthy and unstressed,1.06,100,89,485,0.88,0.56,1.56,1.98,100,91,1.17,30,75,0.34,0.09,182,-116.80627,33.30552,0.904065041,1,0.949593496,0.222764228,0.967479675,0.66504065,0.422764228,0.684552846,0.978861789,1,0.975609756,0.474796748,0.780487805,0.4,0.630894309,0.94796748
SMC04121,20341843,2012,7/9/2012,possibly constrained,San Diego,Central San Diego,San Diego,0.985737713,2.22E-16,0.985737713,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.44,92,64,1315,0.52,0,1.48,1.4,67,68,0.89,75,50,15,0.11,183,-117.19833,33.18466,0.110569106,0.660162602,0.528455285,0.58699187,0.41300813,0.175609756,0.084552846,0.578861789,0.398373984,0.435772358,0.442276423,0.889430894,0.37398374,0.983739837,0.674796748,0.952845528
801S04471,22555900,2012,7/9/2012,possibly constrained,San Bernardino,Upper Santa Ana,Santa Ana,0.710432082,2.22E-16,0.710432082,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.74,71,47.2,310.6,0.75,0.94,1.3,1.49,83.3,60,0.81,16,37.5,0.29,0.19,15,-117.14756,34.11107,0.538211382,0.258536585,0.242276423,0.125203252,0.237398374,0.479674797,0.939837398,0.378861789,0.482926829,0.821138211,0.328455285,0.281300813,0.196747967,0.359349593,0.806504065,0.149593496
801S01805,22560368,2012,7/9/2012,possibly constrained,Riverside,Upper Santa Ana,Santa Ana,0.996335126,2.22E-16,0.996335126,Impacted for CSCI,Stressed by chemistry degradation,Impacted and stressed,1.02,100,63.9,678,0.67,0.98,1.64,1.46,83.3,74,1.05,20,50,2.81,3.4,93,-117.14229,33.98668,0.869918699,1,0.499186992,0.295934959,0.559349593,0.372357724,0.965853659,0.791869919,0.447154472,0.821138211,0.767479675,0.323577236,0.37398374,0.796747967,0.991869919,0.453658537
SMC01689,20341709,2012,7/5/2012,possibly constrained,San Diego,Northern San Diego,San Diego,0.972747319,2.22E-16,0.972747319,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.3,92,89,1584,0.3,0.83,1.25,0.75,58,79,0.96,82,75,0.32,0.12,191,-117.23574,33.26814,0.019512195,0.660162602,0.949593496,0.679674797,0.687804878,0.019512195,0.845528455,0.352845528,0.16097561,0.253658537,0.590243902,0.923577236,0.780487805,0.385365854,0.707317073,0.965853659
SMC03929,20342541,2012,7/5/2012,likely constrained,San Diego,Central San Diego,San Diego,0.990470612,2.22E-16,0.990470612,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.44,92,83,2189,0.73,0.93,1.7,1.87,75,85,1.25,40,88,1.3,0.05,169,-117.30453,33.17865,0.110569106,0.660162602,0.895934959,0.817886179,0.863414634,0.458536585,0.93495935,0.85203252,0.905691057,0.647154472,0.998373984,0.596747967,0.965853659,0.663414634,0.512195122,0.913821138
SMC16045,22563104,2012,6/28/2012,likely constrained,Riverside,Middle Santa Ana,Santa Ana,0.968000121,2.22E-16,0.968000121,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.63,25,25,991,0.51,0,1.09,0.68,58,33,0.25,35,25,6.2,0.15,2,-117.52249,33.8819,0.382113821,0.050406504,0.108943089,0.440650407,0.058536585,0.170731707,0.084552846,0.247154472,0.139837398,0.253658537,0.069918699,0.528455285,0.144715447,0.900813008,0.749593496,0.066666667
SMC24921,22560746,2012,6/28/2012,likely constrained,Riverside,Middle Santa Ana,Santa Ana,0.996824844,2.22E-16,0.996824844,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.73,25,25,1280,0.25,0,0.89,0.59,58,33,0.35,49,25,3.5,0.9,5,-117.55361,33.87828,0.518699187,0.050406504,0.108943089,0.57398374,0.058536585,0.009756098,0.084552846,0.190243902,0.120325203,0.253658537,0.107317073,0.689430894,0.144715447,0.82601626,0.931707317,0.094308943
403S06139,17568009,2012,6/27/2012,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.670443324,2.22E-16,0.670443324,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.74,92,69,1032,0.51,0.52,1.35,1.63,75,81,0.97,12,88,0.21,0.03,89,-119.2405,34.55464,0.538211382,0.660162602,0.614634146,0.466666667,0.746341463,0.170731707,0.369105691,0.430894309,0.622764228,0.647154472,0.629268293,0.206504065,0.965853659,0.274796748,0.385365854,0.422764228
403S06315,17567721,2012,6/27/2012,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.775185357,2.22E-16,0.775185357,Healthy,Low stress,Healthy and unstressed,0.94,92,86,1165,0.92,0.55,1.78,1.58,67,83,1.11,41,88,0.23,0.03,157,-119.31033,34.59223,0.790243902,0.660162602,0.92195122,0.517073171,0.806504065,0.72195122,0.404878049,0.920325203,0.575609756,0.435772358,0.905691057,0.609756098,0.965853659,0.292682927,0.385365854,0.871544715
